Id,Precinct,Violation,2007,2008,2009,2010,2011,2012,2013,2014,2015
7686,75,UNAUTHORIZED TAXI FOR HIRE,3,0,0,0,2,1,1,0,0
7687,75,MOTORCYCLE (OTHER),0,0,0,0,1,0,0,0,0
7688,75,UNSAFELY BACKING,0,1,0,0,3,2,1,0,0
7689,75,OBSTRUCTED VIEW,1,0,0,0,1,0,0,1,0
7690,75,OTHER ARTS AND CULTURAL AFFAIRS,0,1,0,0,0,0,0,0,0
7691,75,MOTORCYCLE HELMET REQUIRED,0,1,0,0,0,0,0,0,0
7692,75,BICYCLE NO REFLECTOR VEST,0,0,0,0,0,1,0,0,0
7693,75,PRACTICE OF BARBERING WITHOUT A LICENSE,6,4,12,10,1,0,3,0,0
7694,75,FAILED TO DISPLAY BARBER LICENSE,1,2,13,7,3,2,2,0,0
7695,75,PASSING ON LEFT,0,0,0,0,0,1,0,0,0
7696,75,OTHER NEW YORK STATE EDUCATION LAW,0,0,0,1,0,0,0,0,0
7697,75,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,1,0,0,1,0,0,1,0,0
7698,75,LOITERING (TRANSPORTATION FACILITY/SLEEPING),0,0,0,0,0,0,0,0,1
7699,75,NO STANDING (BUS STOP),0,0,0,1,0,0,0,0,0
7700,75,NO PARKING (STREET CLEANING),1,0,0,0,0,0,0,0,0
7701,75,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,0,1,1,0,2,1
7702,75,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",0,0,1,1,1,1,2,0,1
7703,75,SAFETY BELT (NO CHILD SEAT),0,0,0,0,1,0,0,0,0
7704,75,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,0,0,0,0,0,0,1,0,1
7705,75,NO BARBERS LICENSE,3,6,23,3,4,1,1,1,0
7707,76,CONSUMPTION OF ALCOHOL,1300,1199,1355,1594,953,1305,815,594,38
7708,76,CRUISING PROHIBITED - MEDALLION,0,0,3,1,2,2,1,1,0
7709,76,DEFECTIVE BREAKLIGHT,1,0,0,0,0,0,0,0,0
7710,76,DISORDERLY CONDUCT,521,604,635,563,334,387,385,236,51
7711,76,INADEQUATE MOTOR VEHICLE EQUIPMENT,1,0,0,0,0,0,1,1,0
7712,76,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,0,0,0,0,1,0,0,0,0
7713,76,EXPOSURE OF PERSON,6,3,7,4,0,13,7,6,0
7714,76,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,5,870,727,323,494,599,207,0,0
7715,76,LITTERING,70,108,90,69,76,142,73,63,12
7716,76,"MARIJUANA, POSSESSION OF",68,65,91,62,50,40,48,62,6
7717,76,NO CHAUFFEURS LICENSE (CLASS E),0,2,2,7,25,7,3,11,4
7718,76,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,1,3,0,2,0,5,0,0,1
7719,76,NO TAX STAMP,0,4,2,7,2,2,0,0,0
7720,76,OBSTRUCTING TRAFFIC,0,0,0,1,0,0,0,0,0
7721,76,OTHER ADMINISTRATIVE CODE,35,28,59,108,15,37,109,208,37
7722,76,OTHER HEALTH CODE,3,4,4,3,1,2,2,3,1
7723,76,OTHER NYS TRANSPORTATION,0,1,0,2,0,3,149,249,131
7724,76,OTHER TAX LAW,0,0,0,0,0,0,1,0,0
7725,76,OTHER TRAFFIC REGULATIONS,5,0,0,2,6,8,4,3,1
7726,76,OTHER VEHICLE TRAFFIC LAW,7,5,6,14,8,15,13,19,29
7727,76,OVERWEIGHT (VEHICLE),0,0,0,0,0,37,0,0,0
7728,76,RECKLESS DRIVING,70,51,33,82,84,87,87,98,26
7729,76,TRESPASS,74,37,50,104,44,49,86,46,2
7730,76,UNINSPECTED VEHICLE,0,1,0,0,0,4,0,0,0
7731,76,UNINSURED VEHICLE,0,0,0,0,0,2,0,0,0
7732,76,UNREGISTERED VEHICLE,2,2,2,1,0,8,3,0,0
7733,76,URINATING IN PUBLIC,250,220,250,184,223,247,150,134,20
7734,76,VENDOR: UNLICENSED,4,1,3,5,2,7,3,1,0
7735,76,INDETERMINABLE,119,2,23,3,16,20,6,9,5
7736,76,FAILURE TO COMPLY WITH SIGN,61,151,121,255,219,480,433,184,6
7737,76,HIGHWAY USE TAX (NEW YORK STATE),1,1,0,0,0,0,0,0,0
7738,76,NOISE (UNREASONABLE),1,1,6,3,12,4,7,10,1
7739,76,OTHER PENAL LAW,1,5,1,5,0,9,5,1,0
7740,76,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),13,9,20,50,34,27,37,21,2
7741,76,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,8,4,1,10,5,2,7,0,0
7742,76,SPITTING IN PUBLIC,28,45,28,13,20,20,17,4,2
7743,76,UNLICENSED OPERATOR,2,1,0,1,0,4,0,1,0
7744,76,BICYCLE INFRACTION (COMMERCIAL),0,1,0,1,0,0,0,0,0
7745,76,DOING BUS WITH OTHER NAME,0,0,0,0,0,0,0,1,0
7746,76,IMPROPER PLATES,0,1,0,0,0,2,0,0,0
7747,76,"KNIFE, ANY IN PUBLIC VIEW",18,19,30,12,8,14,9,2,0
7748,76,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,1,0,0,1,0,0,0,0,0
7749,76,FAIL TO COMPLY WITH ORDER,3,0,0,0,0,0,0,0,0
7750,76,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,2,2,1,4,2,1,2,12,1
7751,76,UNINSURED VEHICLES FOR HIRE,0,0,0,0,0,0,0,1,0
7752,76,OTHER PARK REGULATIONS,10,7,7,16,8,8,4,4,0
7753,76,ACCEPT ON HAIL,0,0,4,8,2,3,3,2,0
7754,76,OTHER TRANSIT REGULATIONS,0,2,0,0,0,0,0,0,0
7755,76,UNDERAGE DRINKING,6,8,2,3,4,6,18,10,1
7756,76,NO TRIP SHEET,0,0,0,0,0,1,5,2,0
7757,76,POSSESSION OF KNIFE,8,6,7,7,8,6,5,1,1
7758,76,REVOKED REGISTRATION,1,0,1,2,1,0,0,5,0
7759,76,UNAUTHORIZED POSTING,0,1,1,0,0,0,0,0,0
7760,76,INVALID PROOF OF INSURANCE,0,0,0,0,1,0,0,0,0
7761,76,NO SECURITY GUARD LICENSE,1,0,0,1,0,0,0,0,0
7762,76,NOISE (DEVICE),0,1,0,0,1,2,1,0,0
7763,76,OTHER TAXI LIMOUSINE COMMISSION,0,1,0,0,1,2,3,18,23
7764,76,SALE OF ALCOHOL TO A MINOR,0,0,0,0,0,0,2,0,0
7765,76,SOUND REPRODUCTION DEVICE-NO PERMIT,0,0,0,0,1,0,0,0,0
7766,76,VEHICLE IN PARK,0,0,0,2,1,0,0,0,0
7767,76,HARASSMENT 2,1,1,2,1,2,1,0,0,0
7768,76,NOISE (HORN/ALARM),0,0,3,2,5,5,5,4,0
7769,76,DISORDERLY PERSON IN PARK,0,0,0,0,0,2,0,0,0
7770,76,DOG: UNLEASHED,79,114,145,115,126,90,70,34,8
7771,76,DOG: UNLICENSED,24,39,82,59,43,30,6,6,0
7772,76,FAILURE TO SURRENDER LICENSE OR REGISTRATION,1,1,0,0,0,0,0,0,0
7773,76,OBSTRUCTED VIEW OF PREMISE,0,0,0,1,0,0,0,0,0
7774,76,OTHER ALCOHOL BEVERAGE CONTROL LAWS,1,0,10,10,1,2,4,7,2
7775,76,UNLICENSED SALE OF ALCOHOL,2,0,0,3,0,0,0,0,0
7776,76,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,1,0,0,0,0,0,0
7777,76,BICYCLE ON SIDEWALK,281,398,384,363,511,719,503,83,5
7778,76,UNLAWFULLY POSTING ADVERTISEMENTS,0,0,0,0,1,0,0,0,0
7779,76,BOX CUTTER,4,5,10,9,2,1,0,2,0
7780,76,LITTERNG,1,1,0,2,0,2,1,0,0
7781,76,OTHER NAVIGATION LAW,0,4,0,0,0,5,0,3,0
7782,76,SEX IN PARK,4,2,0,0,0,0,0,1,0
7783,76,FIREWORKS,1,8,3,3,3,0,0,0,0
7784,76,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,0,0,0,0,1,0
7785,76,UNLICENSED VEHICLE FOR HIRE,8,9,9,22,45,15,10,56,30
7786,76,ILLEGAL BOTTLE CLUB,0,0,0,2,0,1,0,0,0
7787,76,LOITERING (SEXUAL CONDUCT),0,2,0,0,0,2,1,0,0
7788,76,POSSESSION OF MACE,0,2,1,0,0,0,1,0,0
7789,76,VENDING ON PARKING METER,0,0,0,0,1,0,0,0,0
7790,76,URINATE/DEFICATE IN PARK,0,1,1,0,0,1,0,1,0
7791,76,NO PREGNANCY WARNING SIGN,0,0,2,0,0,1,3,2,1
7792,76,JAYWALKING,0,0,0,2,0,0,0,8,0
7793,76,RED LIGHT (DISOBEY),0,0,1,0,0,0,0,0,0
7794,76,VENDOR: (OTHER),0,0,1,2,4,0,4,8,16
7795,76,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,0,0,0,0,0,0,0,1,0
7796,76,INSURANCE STAMP EXPIRED,0,0,1,2,1,1,0,1,0
7797,76,NO BUSINESS CERTIFICATE,0,0,1,0,0,0,0,3,0
7798,76,KEY IN IGNITION,0,0,0,0,1,4,2,4,0
7799,76,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),0,0,0,0,1,0,0,1,0
7800,76,IMPROPER STICKER,0,0,0,0,0,0,0,1,0
7801,76,PANHANDLING,6,0,0,0,0,0,0,0,0
7802,76,UNATTENDED VEHICLE (ENGINE RUNNING),0,0,0,0,0,0,1,1,1
7803,76,PICK-UP FARE IN BUS STOP,0,0,0,0,0,0,0,1,0
7804,76,DOG: FAILURE TO REMOVE CANINE WASTE,8,12,28,19,18,17,16,8,2
7805,76,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",1,1,0,1,0,0,0,1,0
7806,76,DOG: NO VACCINATION,0,1,24,11,5,2,0,0,0
7807,76,VENDOR: FAIL TO DISPLAY PERMIT,0,0,0,1,0,0,0,1,0
7808,76,PICK UP HAIL IN BUS STOP,0,0,0,0,0,0,0,1,0
7809,76,SMOKING IN TRAIN STATION,0,0,1,0,0,0,1,0,0
7810,76,"SCHOOL BUS, PASSING STOPPED",0,0,1,0,0,0,0,0,0
7811,76,VENDOR: FAIL TO DISPLAY PRICES,0,0,0,0,0,0,0,2,6
7812,76,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,0,0,1,0,0,0,0
7813,76,IDLING OF VEHICLE,0,2,2,1,4,6,4,3,1
7814,76,CONSUMPTION OF ALCOHOL IN PARK,4,2,0,11,14,16,4,0,0
7815,76,TOW TRUCK VIOLATIONS (OTHER),0,0,0,0,0,0,2,0,0
7816,76,BIKE IN PARK,0,0,0,0,0,0,0,1,0
7817,76,NO SMOKING SIGNS NOT POSTED,5,0,1,1,0,0,0,0,0
7818,76,SMOKING IN ELEVATOR,31,36,27,19,19,8,10,6,2
7819,76,LOITERING (GAMBLING),18,5,0,1,1,0,5,1,2
7820,76,IN PUBLIC UNDER DRUGS,0,1,0,0,0,0,0,0,0
7821,76,OPEN FIRE,2,4,2,12,1,14,4,1,0
7822,76,LOITERING (SCHOOL),1,0,0,0,0,0,0,3,0
7823,76,"FIREWORKS, POSSESS/USE",6,3,6,3,1,0,2,0,0
7824,76,FIRE WITHOUT PERMIT,0,1,0,1,0,0,0,0,0
7825,76,AGGRAVATED UNLICENSED OPERATOR,1,2,3,2,0,3,5,20,19
7826,76,PROMOTING EXPOSURE,1,0,0,0,0,0,0,0,0
7827,76,DOG IN PARK,4,5,2,2,5,7,0,8,0
7828,76,OPEN HYDRANT,2,2,1,2,0,0,2,2,0
7829,76,BICYCLE NO BELL,0,0,0,1,0,0,0,0,0
7830,76,DUMPING,0,0,2,2,0,0,0,0,0
7831,76,OFFENSIVE EXHIBITION,0,0,0,0,0,0,1,0,0
7832,76,LOITERING (BEGGING),1,0,0,0,0,0,0,0,0
7833,76,LOITERING (UNCLASSIFIED),7,2,0,0,0,0,0,0,0
7834,76,UNAUTHORIZED TAXI FOR HIRE,0,1,0,0,0,0,0,0,0
7835,76,OTHER ARTS AND CULTURAL AFFAIRS,0,0,0,0,0,0,0,1,0
7836,76,U-TURN,0,1,0,0,0,0,0,0,0
7837,76,FAILED TO DISPLAY BARBER LICENSE,1,0,0,1,0,0,0,0,0
7838,76,NO PARKING (STREET CLEANING),0,0,0,0,1,0,0,0,0
7839,76,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",2,0,0,0,0,0,0,0,0
7840,76,NO BARBERS LICENSE,0,0,0,1,0,0,0,0,0
7842,77,BROKEN WINDSHIELD,0,1,0,0,0,0,0,0,0
7843,77,CONSUMPTION OF ALCOHOL,3089,2977,3019,3734,2268,2117,2064,2344,195
7844,77,CRUISING PROHIBITED - MEDALLION,14,37,17,43,17,9,3,1,0
7845,77,DEFECTIVE BREAKLIGHT,1,0,1,0,0,1,0,0,0
7846,77,DEFECTIVE HEADLIGHT,0,0,0,1,1,0,0,0,0
7847,77,DISORDERLY CONDUCT,3293,2242,2629,2059,1126,979,715,665,88
7848,77,INADEQUATE MOTOR VEHICLE EQUIPMENT,0,0,0,0,2,0,2,1,0
7849,77,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,1,8,4,4,0,0,0,0,0
7850,77,EXPOSURE OF PERSON,4,10,5,9,6,10,15,3,0
7851,77,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,2,0,10,0,0,0,0,0
7852,77,LITTERING,135,248,244,247,228,182,166,172,19
7853,77,"MARIJUANA, POSSESSION OF",166,132,134,259,81,121,89,66,23
7854,77,NO CERTIFICATE OF AUTHORITY,12,5,5,11,8,6,2,2,0
7855,77,NO CHAUFFEURS LICENSE (CLASS E),177,88,47,105,54,87,40,30,4
7856,77,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,2,3,0,0,0,0,0,0,0
7857,77,NO TAX STAMP,62,21,10,8,1,4,4,1,0
7858,77,OBSTRUCTING TRAFFIC,0,0,2,0,0,0,0,0,0
7859,77,OTHER ADMINISTRATIVE CODE,347,218,186,296,181,526,294,171,29
7860,77,OTHER HEALTH CODE,15,5,2,2,2,6,12,4,0
7861,77,OTHER NYS TRANSPORTATION,5,23,7,36,10,6,3,2,0
7862,77,OTHER TAX LAW,10,2,2,7,13,29,19,23,0
7863,77,OTHER TRAFFIC REGULATIONS,7,17,11,14,8,23,9,3,4
7864,77,OTHER VEHICLE TRAFFIC LAW,76,24,63,41,34,31,32,21,2
7865,77,PAVEMENT MARKING (DISOBEY),1,0,1,1,0,1,0,0,0
7866,77,RECKLESS DRIVING,203,396,622,348,190,174,101,75,14
7867,77,TRESPASS,853,732,598,525,274,171,93,44,7
7868,77,UNINSPECTED VEHICLE,1,0,2,2,0,0,0,0,0
7869,77,UNINSURED VEHICLE,9,6,15,55,14,6,3,0,0
7870,77,UNREGISTERED VEHICLE,5,3,6,12,4,4,0,1,1
7871,77,URINATING IN PUBLIC,526,416,479,472,315,414,465,392,59
7872,77,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,0,4,0,5,2,0,1,0,0
7873,77,VENDOR: UNLICENSED,65,11,33,47,57,40,24,8,0
7874,77,INDETERMINABLE,127,13,21,104,52,94,23,13,9
7875,77,FAILURE TO COMPLY WITH SIGN,513,315,459,873,554,598,637,602,16
7876,77,NOISE (UNREASONABLE),93,57,82,315,60,47,63,55,1
7877,77,OTHER PENAL LAW,9,5,11,7,1,2,5,1,0
7878,77,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),44,36,45,73,70,24,27,12,0
7879,77,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,9,14,17,16,20,8,6,1,0
7880,77,SPITTING IN PUBLIC,39,57,65,61,52,44,35,28,4
7881,77,UNLICENSED OPERATOR,11,9,17,14,4,3,0,0,0
7882,77,BICYCLE INFRACTION (COMMERCIAL),0,1,0,4,1,0,2,2,0
7883,77,DOING BUS WITH OTHER NAME,4,0,0,0,1,2,0,1,0
7884,77,"KNIFE, ANY IN PUBLIC VIEW",81,83,99,144,70,31,30,22,1
7885,77,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,25,4,3,1,0,0,0,0,1
7886,77,FAIL TO COMPLY WITH ORDER,0,1,7,0,1,1,0,0,0
7887,77,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,136,106,13,35,31,26,22,5,1
7888,77,SAFETY BELT (ADULT),0,3,0,0,0,0,0,0,0
7889,77,UNINSURED VEHICLES FOR HIRE,23,13,5,6,1,1,4,1,1
7890,77,OTHER PARK REGULATIONS,20,22,16,23,49,19,29,9,0
7891,77,ACCEPT ON HAIL,227,205,130,275,186,452,210,128,18
7892,77,OTHER TRANSIT REGULATIONS,0,2,0,2,3,2,3,1,0
7893,77,UNDERAGE DRINKING,8,6,14,23,24,5,4,4,3
7894,77,MISUSE OF DEALER PLATES,2,0,2,1,0,0,0,0,0
7895,77,NO TRIP SHEET,17,9,10,22,6,16,14,6,0
7896,77,POSSESSION OF KNIFE,42,23,41,46,9,0,4,1,2
7897,77,REVOKED REGISTRATION,16,4,2,1,5,2,1,18,4
7898,77,UNAUTHORIZED POSTING,1,1,7,7,1,1,0,3,0
7899,77,INVALID PROOF OF INSURANCE,1,0,1,7,0,1,1,1,0
7900,77,NO SECURITY GUARD LICENSE,1,2,2,4,7,5,0,9,3
7901,77,NOISE (DEVICE),14,9,8,6,9,3,1,10,1
7902,77,OTHER TAXI LIMOUSINE COMMISSION,13,8,8,12,0,17,2,18,0
7903,77,SALE OF ALCOHOL TO A MINOR,0,1,2,1,5,2,1,1,0
7904,77,SOUND REPRODUCTION DEVICE-NO PERMIT,0,2,1,0,0,5,0,2,0
7905,77,VEHICLE IN PARK,0,0,0,0,1,0,0,0,0
7906,77,HARASSMENT 2,14,13,6,7,7,2,3,1,3
7907,77,NOISE (HORN/ALARM),4,3,3,14,11,11,3,1,3
7908,77,DISORDERLY PERSON IN PARK,7,1,4,2,9,3,1,1,0
7909,77,DOG: UNLEASHED,58,73,62,50,51,66,39,52,3
7910,77,DOG: UNLICENSED,28,48,35,47,9,7,3,2,0
7911,77,FAILURE TO SURRENDER LICENSE OR REGISTRATION,2,0,0,0,1,0,0,0,0
7912,77,OBSTRUCTED VIEW OF PREMISE,4,10,15,11,2,1,3,0,1
7913,77,OTHER ALCOHOL BEVERAGE CONTROL LAWS,35,34,73,32,76,39,13,7,5
7914,77,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",1,0,1,1,1,3,2,2,0
7915,77,UNLICENSED SALE OF ALCOHOL,19,3,2,2,9,10,4,0,0
7916,77,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,2,1,0,3,0,0,0
7917,77,BICYCLE ON SIDEWALK,462,471,443,623,464,505,406,248,17
7918,77,OTHER BUSINESS LAW,8,2,0,0,0,0,0,0,0
7919,77,UNLAWFULLY POSTING ADVERTISEMENTS,1,0,1,0,2,5,0,4,0
7920,77,BOX CUTTER,15,32,24,19,10,4,5,4,0
7921,77,LITTERNG,2,3,5,4,4,4,3,2,1
7922,77,SEX IN PARK,1,3,2,2,5,4,0,0,0
7923,77,VENDING: NO TAX STAMP,0,1,1,0,0,0,0,0,0
7924,77,FIREWORKS,0,7,3,5,0,2,1,1,0
7925,77,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,1,4,1,0,0,0
7926,77,UNLICENSED VEHICLE FOR HIRE,321,418,193,336,142,281,172,104,33
7927,77,ILLEGAL BOTTLE CLUB,20,9,25,15,23,3,0,1,0
7928,77,LOITERING (SEXUAL CONDUCT),0,2,3,2,0,0,0,0,0
7929,77,POSSESSION OF MACE,1,3,2,4,6,2,0,1,0
7930,77,VENDING ON PARKING METER,0,0,0,1,0,0,0,0,0
7931,77,UNLICENSED CABARET,0,3,1,0,0,0,1,0,0
7932,77,URINATE/DEFICATE IN PARK,0,1,3,3,4,6,10,8,1
7933,77,NO PREGNANCY WARNING SIGN,11,1,0,0,20,7,4,0,1
7934,77,JAYWALKING,5,0,7,4,3,4,1,5,8
7935,77,RED LIGHT (DISOBEY),6,5,3,0,1,0,0,0,0
7936,77,VENDOR: (OTHER),0,0,4,10,26,35,4,1,0
7937,77,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,1,0,0,0,0,1,0,4,13
7938,77,INSURANCE STAMP EXPIRED,9,15,3,6,4,5,6,7,0
7939,77,NO BUSINESS CERTIFICATE,34,3,14,9,9,11,2,2,0
7940,77,KEY IN IGNITION,10,9,46,64,18,22,51,118,76
7941,77,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),1,0,0,0,1,1,1,0,0
7942,77,AFTER HOURS CONSUMPTION,0,4,11,3,2,1,0,0,0
7943,77,IMPROPER STICKER,2,1,0,0,0,0,0,0,0
7944,77,PANHANDLING,62,27,8,3,2,6,9,5,0
7945,77,UNATTENDED VEHICLE (ENGINE RUNNING),20,10,1,1,1,4,0,2,0
7946,77,PICK-UP FARE IN BUS STOP,1,3,2,4,7,2,2,0,1
7947,77,TAXI-NO METER,5,6,2,1,3,0,1,0,0
7948,77,ONE WAY STREET,0,0,1,0,0,2,1,0,0
7949,77,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,1,2,0,0,0,0,0
7950,77,DOG: FAILURE TO REMOVE CANINE WASTE,7,11,16,15,5,5,8,14,2
7951,77,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",6,2,2,2,4,0,0,0,1
7952,77,DOG: NO VACCINATION,2,1,4,12,0,0,0,0,0
7953,77,IMPROPER TURN,0,1,0,1,0,0,0,0,0
7954,77,VENDOR: FAIL TO DISPLAY PERMIT,0,0,1,9,4,12,0,0,0
7955,77,GRAFFITI,0,0,0,2,0,0,0,0,0
7956,77,PICK UP HAIL IN BUS STOP,3,4,0,3,4,19,4,0,0
7957,77,SMOKING IN TRAIN STATION,0,1,1,0,0,0,0,0,0
7958,77,LOITERING (MASKED/DISGUISE),0,1,0,0,0,0,0,0,0
7959,77,VENDOR: FAIL TO DISPLAY PRICES,0,0,0,0,0,1,0,0,0
7960,77,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,0,1,0,0,0,0,0
7961,77,IDLING OF VEHICLE,41,13,35,30,16,17,6,15,6
7962,77,VIOLATE LEARNERS PERMIT,1,0,0,1,0,0,0,0,0
7963,77,CONSUMPTION OF ALCOHOL IN PARK,6,8,4,11,2,4,12,13,0
7964,77,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,0,0,0,0,1,0,0,1,0
7965,77,TOW TRUCK VIOLATIONS (OTHER),0,0,0,4,0,0,0,0,1
7966,77,BIKE IN PARK,1,0,1,0,1,1,0,0,0
7967,77,OTHER AGRICULTURE & MARKETS LAW,0,0,0,1,0,0,0,0,0
7968,77,NO SMOKING SIGNS NOT POSTED,66,5,2,0,1,5,1,1,0
7969,77,SMOKING IN ELEVATOR,13,7,8,7,6,2,5,11,0
7970,77,UNAUTHORIZED RADIO,15,9,10,7,0,7,7,3,1
7971,77,LOITERING (GAMBLING),169,94,93,117,36,15,9,1,0
7972,77,IN PUBLIC UNDER DRUGS,0,0,5,0,1,0,0,0,0
7973,77,STOP SIGN,0,0,0,0,1,0,0,0,0
7974,77,NO MEDALLION,0,0,0,2,1,2,3,1,0
7975,77,UNSAFE LANE CHANGE,1,1,0,0,0,1,0,0,0
7976,77,OPEN FIRE,7,4,1,4,2,6,4,1,3
7977,77,LOITERING (SCHOOL),5,14,25,5,0,2,0,0,0
7978,77,DRIVE ON SIDEWALK,0,1,0,3,0,3,0,0,0
7979,77,"FIREWORKS, POSSESS/USE",6,0,6,11,6,0,4,6,0
7980,77,FIRE WITHOUT PERMIT,0,0,2,2,2,0,1,1,0
7981,77,AGGRAVATED UNLICENSED OPERATOR,0,3,1,4,0,1,5,8,2
7982,77,FAIL TO YIELD FOR EMERGENCY VEHICLE,3,1,3,0,0,0,0,0,0
7983,77,PROMOTING EXPOSURE,0,2,0,1,0,0,0,0,0
7984,77,DOG IN PARK,2,1,1,3,2,3,1,1,0
7985,77,VENDOR: OVERSIZE TABLE,0,0,1,0,0,0,0,0,0
7986,77,PICK UP FROM BUS STOP,0,0,0,0,0,14,16,4,0
7987,77,NON PAYMENT OF FARE (BUS),0,1,0,0,0,0,0,0,0
7988,77,OPEN HYDRANT,1,0,0,2,1,0,0,0,0
7989,77,DUMPING,1,4,5,1,0,0,0,2,1
7990,77,BICYCLE NO SAFETY HELMET,0,0,0,3,0,0,0,0,0
7991,77,OFFENSIVE EXHIBITION,1,0,0,0,0,2,2,0,0
7992,77,CRUISING,0,2,0,1,0,2,0,0,0
7993,77,WINDSHIELD WASHERS,0,0,0,1,0,0,0,1,0
7994,77,LOITERING (BEGGING),1,1,2,0,0,0,0,0,0
7995,77,LOITERING (UNCLASSIFIED),7,14,0,0,0,0,0,0,0
7996,77,UNAUTHORIZED COLOR (TAXI YELLOW),1,0,1,1,0,1,1,0,0
7997,77,POLICE RADIO OR EQUIPMENT,0,0,0,1,0,0,1,0,1
7998,77,UNAUTHORIZED TAXI FOR HIRE,1,0,0,0,0,1,2,1,0
7999,77,OTHER MULTIPLE DWELLING,0,16,0,0,0,0,0,0,0
8000,77,UNSAFELY BACKING,1,3,3,1,1,0,0,0,0
8001,77,OBSTRUCTED VIEW,0,0,0,0,0,1,0,0,0
8002,77,NO STANDING (BUS LANE),0,0,0,0,0,1,0,0,0
8003,77,PRACTICE OF BARBERING WITHOUT A LICENSE,2,0,0,0,0,1,3,0,0
8004,77,FAILED TO DISPLAY BARBER LICENSE,2,0,0,0,2,1,3,0,0
8005,77,OTHER NEW YORK STATE EDUCATION LAW,0,0,0,0,0,0,0,1,0
8006,77,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,2,0,1,0,0,1
8007,77,FAIL TO YIELD AT LEFT TURN,0,0,1,0,0,0,0,0,0
8008,77,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",0,0,1,0,1,0,0,0,0
8009,77,SAFETY BELT (NO CHILD SEAT),0,0,1,0,0,0,0,0,0
8010,77,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,0,0,0,0,0,0,0,1,0
8011,77,NO BARBERS LICENSE,2,0,0,0,4,1,0,0,0
8013,78,CONSUMPTION OF ALCOHOL,365,482,369,382,511,534,560,696,89
8014,78,CRUISING PROHIBITED - MEDALLION,0,0,3,1,0,0,1,2,0
8015,78,DISORDERLY CONDUCT,228,255,203,161,184,212,252,186,44
8016,78,INADEQUATE MOTOR VEHICLE EQUIPMENT,0,0,0,0,0,0,1,1,0
8017,78,EXPOSURE OF PERSON,4,2,2,2,5,2,0,2,0
8018,78,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,32,92,8,3,31,0,0,0
8019,78,LITTERING,29,56,31,18,27,31,24,26,6
8020,78,"MARIJUANA, POSSESSION OF",17,39,36,36,48,46,49,41,20
8021,78,NO CERTIFICATE OF AUTHORITY,0,1,0,0,0,0,0,0,0
8022,78,NO CHAUFFEURS LICENSE (CLASS E),18,5,4,8,8,7,8,12,4
8023,78,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,2,2,0,0,0,0,0,9,2
8024,78,NO TAX STAMP,1,21,1,6,1,0,0,0,0
8025,78,OTHER ADMINISTRATIVE CODE,19,74,91,100,145,76,180,97,7
8026,78,OTHER HEALTH CODE,0,2,1,4,2,0,0,4,0
8027,78,OTHER NYS TRANSPORTATION,0,0,3,2,18,44,108,6,0
8028,78,OTHER TAX LAW,0,1,0,0,2,0,0,0,0
